Date,LKOH,GAZP,SBER,TATN,NVTK,Index
2022-01-25,6543.0,302.96,239.59,479.4,1590.0,2227.8309324285487
2022-01-26,6525.5,299.6,236.9,468.0,1523.4,2214.148725161568
2022-01-27,6811.5,325.25,254.29,484.9,1611.8,2317.7513893735236
2022-01-28,6775.0,329.58,257.82,503.6,1591.4,2309.487235251337
2022-01-31,6878.0,334.8,269.42,499.7,1637.2,2347.1252036911105
2022-02-01,6976.0,330.95,264.7,491.7,1628.4,2371.699892713361
2022-02-02,7040.0,331.7,261.0,491.5,1612.0,2388.106905759178
2022-02-03,6865.5,323.75,250.79,487.9,1614.8,2332.741754364484
2022-02-04,7010.0,324.6,256.53,490.8,1628.4,2377.7580056656448
2022-02-07,6988.0,321.25,257.61,492.0,1602.0,2368.577290604477
2022-02-08,6957.5,331.7,269.8,499.1,1628.2,2368.5791587179615
2022-02-09,6973.5,335.08,279.09,506.5,1659.0,2379.882751412912
2022-02-10,6984.5,328.93,275.2,498.5,1632.0,2377.2368451499283
2022-02-11,6707.5,318.1,260.83,478.7,1556.6,2281.78252785582
2022-02-14,6796.0,321.85,256.7,482.1,1618.8,2313.2272588978785
2022-02-15,6979.0,333.6,274.0,498.5,1620.0,2375.566101453946
2022-02-16,6970.0,336.5,277.78,503.9,1621.4,2375.3760887552967
2022-02-17,6733.0,323.51,260.58,491.0,1542.8,2290.7303156491735
2022-02-18,6456.5,309.48,250.28,472.4,1492.8,2197.889117180168
2022-02-21,5810.0,257.3,201.0,396.0,1281.8,1957.6465786480328
2022-02-22,6020.0,283.51,208.53,441.6,1354.0,2038.731195068362
2022-02-24,4650.0,210.0,132.18,309.8,1001.4,1557.99488361911
2022-02-25,4915.0,228.0,131.12,353.0,1134.0,1655.7076118322445
2022-03-24,5525.0,258.51,136.24,424.0,1343.6,1868.0703243722012
2022-03-25,5206.0,227.0,131.5,427.0,1400.0,1771.185299495046
2022-03-28,5118.0,218.6,125.0,399.8,1379.0,1737.001219357265
2022-03-29,4922.0,208.0,128.77,391.0,1470.0,1685.183653594156
2022-03-30,5140.0,216.0,134.6,395.3,1444.0,1750.167232591032
2022-03-31,5680.0,242.48,143.69,411.8,1450.0,1918.3975294396535
2022-04-01,5601.0,251.4,154.5,407.2,1390.0,1894.8053483804551
2022-04-04,5557.0,252.9,166.0,407.0,1389.2,1885.1598897073288
2022-04-05,5314.0,243.5,154.1,395.0,1298.0,1800.0353260539293
2022-04-06,5266.0,239.7,141.6,393.0,1264.0,1778.879493732772
2022-04-07,5280.0,245.0,147.5,391.0,1263.0,1785.493656995752
2022-04-08,5226.5,241.07,143.72,386.0,1200.6,1762.0286330795145
2022-04-11,5190.0,234.55,138.69,382.8,1141.6,1742.9838747806587
2022-04-12,5145.0,236.3,135.38,383.6,1116.2,1727.4856416482855
2022-04-13,5106.0,234.87,135.5,385.0,1101.4,1714.6915947229809
2022-04-14,4879.5,222.11,129.05,367.0,1013.0,1634.350871035948
2022-04-15,4893.0,224.0,130.88,361.0,1056.0,1642.2950505919553
2022-04-18,4549.0,216.99,123.85,352.9,1047.8,1537.3677685183052
2022-04-19,4485.0,220.72,120.3,340.7,1011.0,1514.4105215828974
2022-04-20,4310.0,218.92,121.5,355.0,1001.2,1464.213972943886
2022-04-21,3974.0,210.29,118.65,350.0,998.8,1363.032244326246
2022-04-22,3828.0,208.0,116.97,359.7,970.2,1318.267403242289
2022-04-25,3931.0,206.35,111.9,355.0,967.2,1345.6680655869925
2022-04-26,4292.0,225.85,122.36,375.0,1049.0,1467.4374440196866
2022-04-27,4550.0,237.15,131.11,373.3,1092.0,1550.9529309294433
2022-04-28,4381.0,237.53,123.85,362.2,1065.0,1496.72591361456
2022-04-29,4699.5,240.4,128.8,386.2,1076.0,1594.6382852096208
2022-05-04,4552.0,234.16,123.2,369.4,1007.0,1540.9820002387905
2022-05-05,4675.0,238.6,124.8,370.3,1009.2,1578.5145471206597
2022-05-06,4635.5,240.1,123.1,381.9,989.0,1566.5794162773263
2022-05-11,4600.0,241.99,123.34,378.2,989.6,1556.4999432131137
2022-05-12,4362.5,230.56,119.15,364.1,956.0,1479.0738606445063
2022-05-13,4380.0,235.52,120.2,362.0,971.0,1486.8115394013428
2022-05-16,4523.5,244.2,123.41,373.7,996.6,1535.0481914463949
2022-05-17,4500.0,258.8,127.75,392.5,1009.0,1536.3807402731475
2022-05-18,4483.5,264.84,125.12,407.2,1002.0,1533.6005449799266
2022-05-19,4415.5,266.68,125.6,404.0,1010.8,1514.9128374303934
2022-05-20,4279.0,263.0,122.2,401.5,990.8,1471.5096354663576
2022-05-23,4050.0,263.0,119.46,372.9,962.8,1398.8671646117632
2022-05-24,3942.0,265.8,123.6,359.0,943.0,1366.0648610463977
2022-05-25,4148.0,271.4,124.15,375.0,942.0,1429.1042367140528
2022-05-26,4263.0,295.89,123.0,385.0,977.4,1472.9448159052365
2022-05-27,4290.0,294.5,121.22,391.0,960.2,1479.1311513743028
2022-05-30,4220.0,300.8,120.67,391.0,944.6,1459.047226242584
2022-05-31,4061.5,293.75,118.3,392.0,910.0,1407.7256663209453
2022-06-01,4074.0,297.69,121.97,398.0,902.0,1413.2707379357937
2022-06-02,4035.0,296.0,119.0,390.1,862.4,1396.472026589036
2022-06-03,3980.5,297.0,119.21,391.8,817.0,1377.2342358328178
2022-06-06,3940.0,296.5,118.78,390.0,791.6,1362.847341513644
2022-06-07,3959.5,297.99,118.32,393.0,814.6,1371.1208681760752
2022-06-08,3945.5,308.0,119.9,405.6,812.2,1371.3274865886121
2022-06-09,3876.0,306.5,118.2,405.8,815.8,1350.6977380586566
2022-06-10,3898.0,309.2,118.07,424.5,798.0,1358.2884671932093
2022-06-14,3891.5,317.69,118.98,427.2,799.4,1359.333879514305
2022-06-15,4115.0,316.2,121.14,424.5,847.0,1428.0875404177855
2022-06-16,4261.5,316.99,123.73,440.0,887.2,1476.6052512978358
2022-06-17,4182.0,315.5,123.88,431.0,875.8,1451.2092887793121
2022-06-20,4209.5,311.98,131.29,441.0,978.0,1470.0244270105256
2022-06-21,4045.0,301.58,129.1,440.6,998.0,1420.6969897238303
2022-06-22,4139.0,295.8,133.11,444.6,1026.0,1450.2395958582688
2022-06-23,4150.0,303.5,136.85,449.0,1010.0,1455.5081633226214
2022-06-24,4100.0,296.0,137.76,448.5,1003.0,1438.5497006077255
2022-06-27,4100.0,296.2,141.15,458.0,1008.0,1440.911705934789
2022-06-28,3989.5,297.2,139.99,447.2,1005.8,1407.4830430315642
2022-06-29,4015.0,297.65,132.8,440.8,1019.0,1413.688859453797
2022-06-30,3905.0,207.0,125.2,429.5,1024.0,1354.705024659616
2022-07-01,3944.0,192.5,129.91,422.1,1060.2,1365.577900810722
2022-07-04,3949.5,186.25,131.43,433.0,1025.0,1364.0002130624882
2022-07-05,4015.0,197.3,133.5,426.0,970.2,1380.932222916637
2022-07-06,3962.0,195.42,134.0,429.8,1009.6,1369.0283476987731
2022-07-07,3956.0,197.92,133.09,407.9,998.0,1364.3150193936415
2022-07-08,3911.0,198.0,133.3,409.9,993.0,1351.1288905671872
2022-07-11,3848.5,188.9,126.8,400.0,968.6,1325.7627141907674
2022-07-12,3752.0,191.4,129.0,391.8,942.0,1295.7795330042254
2022-07-13,3645.5,186.0,126.0,375.8,916.2,1258.7117072639485
2022-07-14,3608.0,184.55,125.9,366.6,926.6,1247.3142667308257
2022-07-15,3709.0,187.61,128.9,379.9,953.0,1281.9110186273833
2022-07-18,3645.0,186.7,128.11,380.6,946.6,1262.4417397435961
2022-07-19,3600.0,189.51,127.76,374.6,928.8,1247.8591020401357
2022-07-20,3580.0,193.3,126.44,379.5,925.8,1243.0421523191533
2022-07-21,3539.5,189.59,125.48,375.7,916.0,1228.7966227127836
2022-07-22,3688.0,192.25,128.82,381.1,944.0,1276.404676695481
2022-07-25,3669.0,192.0,131.45,383.1,960.8,1273.1505937215547
2022-07-26,3825.0,193.95,132.9,388.1,1008.0,1323.9069519482941
2022-07-27,3847.5,196.49,132.5,392.3,1038.0,1334.0888757899852
2022-07-28,3831.0,196.25,131.72,395.0,1025.2,1328.2365740004723
2022-07-29,3877.0,195.26,131.9,409.0,1052.0,1345.2241489949654
2022-08-01,3931.0,192.0,127.34,395.1,1035.0,1355.8774290887845
2022-08-02,3823.0,187.16,127.53,394.3,1009.0,1320.962407022458
2022-08-03,3799.0,187.04,126.85,397.6,988.0,1312.3459194150926
2022-08-04,3720.0,184.9,126.95,403.1,1003.6,1290.8560368071367
2022-08-05,3679.5,176.58,122.4,387.0,975.0,1271.502118844402
2022-08-08,3720.0,177.86,123.81,383.7,1009.8,1286.5917958727264
2022-08-09,3895.0,181.04,126.4,405.6,1021.0,1342.200690559652
2022-08-10,3890.0,178.81,126.2,415.8,1039.8,1342.8622955326498
2022-08-11,3925.0,174.1,123.45,414.6,1020.0,1349.2158662269426
2022-08-12,3940.5,174.36,124.88,422.6,1036.0,1356.4013858699204
2022-08-15,3959.0,174.8,125.0,425.0,1065.0,1364.6984796915435
2022-08-16,4018.0,181.3,126.39,437.0,1100.6,1388.3121101199615
2022-08-17,3907.0,176.5,124.5,432.5,1095.0,1353.3975262232311
2022-08-18,3920.0,178.87,126.3,436.0,1090.0,1358.194360722512
2022-08-19,3972.0,177.6,125.2,431.0,1085.0,1371.6717761537357
2022-08-22,4017.0,181.7,126.06,443.4,1150.2,1393.0689404211275
2022-08-23,4098.0,184.3,130.38,450.2,1135.0,1417.7303835374016
2022-08-24,4117.0,182.83,128.15,451.0,1146.0,1423.3443613905276
2022-08-25,4055.0,181.9,128.18,446.9,1140.8,1404.2232477450368
2022-08-26,4115.0,183.62,130.4,450.0,1156.2,1424.301178917552
2022-08-29,4186.0,190.0,131.17,454.5,1158.0,1447.4434483356342
2022-08-30,4140.0,204.0,130.05,454.2,1147.0,1436.6205562033638
2022-08-31,4270.0,254.9,134.25,456.0,1133.0,1488.0289922550273
2022-09-01,4722.0,249.11,138.2,442.1,1149.8,1618.3832522133737
2022-09-02,4595.0,252.8,143.8,450.9,1148.8,1584.809024461461
2022-09-05,4658.0,250.0,141.0,461.1,1197.0,1606.9530995247155
2022-09-06,4545.0,246.0,137.23,448.1,1163.8,1567.8789628774894
2022-09-07,4420.0,241.55,136.86,437.7,1178.0,1530.4400894314867
2022-09-08,4410.0,243.95,134.51,433.0,1157.0,1525.2718404769548
2022-09-09,4470.0,245.34,138.15,441.8,1160.0,1545.1573824486122
2022-09-12,4560.0,243.3,138.7,448.0,1187.0,1573.8630616894466
2022-09-13,4542.5,242.64,137.0,441.0,1179.0,1566.7302628588284
2022-09-14,4472.0,243.32,138.9,443.0,1175.4,1546.8465153827829
2022-09-15,4530.0,243.68,139.48,444.8,1190.2,1565.3835267130655
2022-09-16,4519.0,243.8,137.73,438.7,1180.0,1560.241167515131
2022-09-19,4496.0,244.21,138.04,438.3,1171.8,1553.00258401523
2022-09-20,4055.0,221.15,125.1,413.1,1044.0,1401.9059369879953
2022-09-21,3955.0,214.07,120.23,379.7,1009.2,1363.1110536894964
2022-09-22,4011.0,231.45,124.31,395.9,1016.6,1387.4538509872875
2022-09-23,3948.5,224.84,119.39,381.3,950.8,1359.0246304392654
2022-09-26,3708.0,206.0,107.06,345.0,897.6,1272.5965482700205
2022-09-27,3865.0,217.3,112.92,361.1,984.8,1331.9390550097937
2022-09-28,3907.5,217.38,111.06,359.4,967.8,1342.1626288956322
2022-09-29,3882.5,226.46,110.41,352.1,964.8,1336.1381187420327
2022-09-30,3965.0,217.7,110.21,362.1,969.0,1359.1130427528071
2022-10-03,4077.0,215.83,114.35,383.8,1013.4,1398.339366729947
2022-10-04,4094.0,210.72,110.55,381.3,1007.0,1400.133349609677
2022-10-05,4102.5,209.05,108.51,382.7,1000.0,1401.1970452197977
2022-10-06,4041.0,212.86,108.24,391.7,963.2,1382.1245058258612
2022-10-07,3875.0,195.15,101.5,365.8,906.4,1319.7922843576632
2022-10-10,4035.0,163.89,106.71,353.2,960.0,1362.2839182571672
2022-10-11,4170.0,162.89,107.72,353.0,965.8,1401.8767794031717
2022-10-12,4149.0,161.8,105.9,351.4,972.8,1395.484698802585
2022-10-13,4185.5,160.84,106.5,353.0,981.0,1406.8422926489147
2022-10-14,4139.0,159.6,107.78,351.8,974.0,1392.5985398393516
2022-10-17,4212.5,163.24,112.44,365.6,1008.4,1420.5342631184967
2022-10-18,4240.0,160.2,110.88,357.7,988.4,1424.696110288048
2022-10-19,4204.5,161.29,112.39,359.6,995.0,1415.849840258506
2022-10-20,4380.5,160.75,116.98,362.1,1003.2,1468.8294572835139
2022-10-21,4433.0,166.99,119.45,362.4,1007.6,1486.7468760861934
2022-10-24,4439.5,165.47,118.8,372.0,1006.8,1489.0537239220475
2022-10-25,4569.5,172.38,124.36,382.7,1036.8,1533.7434808704709
2022-10-26,4613.5,171.98,124.43,380.9,1041.8,1546.6436452462115
2022-10-27,4724.0,172.47,126.61,382.6,1078.0,1582.673425329746
2022-10-28,4700.5,170.73,126.97,384.9,1106.2,1578.1854581163873
2022-10-31,4695.5,170.27,126.72,387.4,1104.0,1576.635981710084
2022-11-01,4700.0,169.92,127.05,388.0,1109.2,1578.4447457134975
2022-11-02,4670.0,167.72,125.49,383.0,1102.4,1567.6324670016315
2022-11-03,4687.0,169.14,125.75,385.3,1108.0,1573.7473690848576
2022-11-07,4723.5,169.85,132.0,393.4,1140.8,1589.7857547547708
2022-11-08,4697.5,169.97,131.29,391.9,1134.8,1581.4211053075462
2022-11-09,4632.0,167.1,127.3,386.5,1105.0,1557.502379418667
2022-11-10,4681.0,168.9,136.68,388.3,1124.0,1576.3239272242588
2022-11-11,4670.0,169.86,136.98,385.1,1113.0,1572.1571949648444
2022-11-14,4658.5,169.6,139.8,384.4,1118.0,1569.7966950892496
2022-11-15,4565.0,166.25,135.66,375.5,1084.6,1536.8958552802028
2022-11-16,4661.5,168.76,139.18,383.2,1109.0,1569.3741341604975
2022-11-17,4621.0,168.99,137.57,378.0,1099.8,1555.9301605678443
2022-11-18,4623.0,168.79,136.89,376.2,1092.2,1555.4311141195756
2022-11-21,4605.5,168.13,134.46,368.8,1075.4,1547.3114893890568
2022-11-22,4618.0,168.08,135.65,369.7,1073.2,1551.1190834556553
2022-11-23,4679.0,169.15,136.59,368.3,1089.6,1570.5904848999116
2022-11-24,4664.0,168.96,136.61,367.3,1078.0,1565.076863057902
2022-11-25,4669.0,169.03,136.53,366.4,1065.4,1565.3308158367108
2022-11-28,4624.0,168.1,135.53,367.6,1037.8,1549.524855846684
2022-11-29,4602.0,168.1,136.37,367.8,1039.8,1543.5476327337115
2022-11-30,4614.5,167.7,136.78,366.0,1040.0,1546.9817438837715
2022-12-01,4599.5,166.98,137.15,363.9,1055.4,1543.6364649931827
2022-12-02,4577.5,165.86,136.66,361.1,1046.0,1535.7114638870398
2022-12-05,4619.0,165.03,142.0,362.7,1045.0,1548.906403432148
2022-12-06,4603.5,164.3,140.61,361.7,1035.0,1542.8984778661747
2022-12-07,4592.5,163.7,142.32,361.6,1036.0,1540.0397815345132
2022-12-08,4578.0,163.0,139.92,361.0,1048.2,1536.058557961282
2022-12-09,4583.0,162.75,140.03,364.5,1042.6,1537.36689398246
2022-12-12,4583.5,162.89,139.48,360.1,1040.8,1536.7734997214452
2022-12-13,4577.5,162.4,138.13,358.4,1035.0,1533.8817947637306
2022-12-14,4590.5,160.74,137.3,356.8,1029.0,1536.3026571595512
2022-12-15,4521.0,160.31,134.55,351.8,1006.8,1512.888625765294
2022-12-16,4580.0,160.24,135.45,354.4,1016.0,1531.2788711908906
2022-12-19,4625.0,157.61,134.64,348.5,1010.6,1542.2968714422207
2022-12-20,4076.0,158.94,138.28,354.6,1053.4,1388.788144781249
2022-12-21,4040.5,157.59,137.75,351.1,1061.0,1378.2787522272567
2022-12-22,4027.5,157.95,137.69,350.5,1049.0,1373.4830872073383
2022-12-23,4010.5,160.89,137.94,349.4,1048.0,1369.1999221691526
2022-12-26,4010.0,162.12,140.95,350.8,1052.4,1370.655707627281
2022-12-27,4028.5,164.07,139.9,348.9,1052.0,1376.0443037260775
2022-12-28,4015.5,161.82,139.51,346.8,1051.2,1371.2730205706744
2022-12-29,4022.0,162.91,140.96,349.0,1064.2,1375.1769377420892
2022-12-30,4069.5,162.56,141.15,348.5,1078.4,1390.077801602899
2023-01-03,4123.5,163.52,141.78,351.6,1072.6,1405.9816125654986
2023-01-04,4116.0,162.51,141.43,350.8,1060.8,1402.3358074510943
2023-01-05,4087.0,161.2,141.27,349.4,1053.0,1392.7043369140417
2023-01-06,4089.0,162.1,141.4,350.6,1052.6,1393.6560396237303
2023-01-09,4110.0,162.71,142.4,346.7,1051.8,1399.6511089410662
2023-01-10,4079.0,162.1,142.81,345.7,1039.6,1389.4287830464639
2023-01-11,4090.5,165.83,149.96,346.0,1044.2,1395.939876950974
2023-01-12,4078.5,164.17,149.3,345.5,1040.0,1391.432894959465
2023-01-13,4074.0,164.56,151.69,345.4,1042.0,1390.9776385489783
2023-01-16,4052.0,165.8,153.71,345.7,1050.6,1386.2065257087218
2023-01-17,4025.0,162.33,150.45,341.8,1042.0,1375.4730766337577
2023-01-18,4021.0,162.18,151.47,339.0,1031.8,1373.3251656054424
2023-01-19,3981.0,160.53,149.34,335.2,1014.8,1358.8693051582268
2023-01-20,3944.0,158.85,151.38,333.7,1027.6,1349.1341016391123
2023-01-23,3972.5,160.06,153.5,334.7,1024.6,1358.0871692171856
2023-01-24,3942.5,157.88,152.66,333.7,1020.2,1348.1057036262284
2023-01-25,3923.5,158.99,152.81,334.4,1018.2,1342.8369565886576
2023-01-26,3911.0,157.58,152.4,333.3,1017.6,1338.5599791337145
2023-01-27,3917.0,159.08,153.2,333.0,1022.6,1341.2997934446464
2023-01-30,3947.5,158.41,153.38,332.7,1022.4,1349.9539712032379
2023-01-31,3955.0,158.1,158.07,328.8,1029.8,1353.3979635832193
2023-02-01,3955.5,158.12,158.29,328.5,1026.6,1353.2904516291774
2023-02-02,3918.5,158.1,159.45,326.6,1027.8,1342.7359544235642
2023-02-03,3907.5,160.87,161.26,323.9,1030.2,1340.6446320387715
2023-02-06,3941.0,160.14,167.09,325.5,1098.0,1357.6484873778463
2023-02-07,3968.0,159.87,165.39,323.8,1089.0,1364.018967182652
2023-02-08,3930.5,158.18,164.15,324.2,1074.0,1351.131109268287
2023-02-09,3914.0,159.19,165.31,324.4,1072.0,1346.7505492574594
2023-02-10,3921.5,158.68,165.52,323.5,1083.6,1349.7474938331552
2023-02-13,3928.5,158.01,164.32,325.3,1073.0,1350.5813646400502
2023-02-14,3914.5,156.52,161.86,326.4,1058.4,1344.3750933411607
2023-02-15,3829.0,153.09,156.25,313.8,1026.2,1313.1100805240342
2023-02-16,3830.0,153.56,158.22,315.6,1030.8,1314.604456827391
2023-02-17,3840.0,153.62,159.73,316.6,1031.4,1318.0493017847496
2023-02-20,3905.0,153.24,160.09,314.1,1033.2,1336.7574718576493
2023-02-21,3914.5,154.97,164.15,315.8,1045.0,1342.178777460933
2023-02-22,3909.5,155.31,163.37,313.4,1045.0,1340.366311891162
2023-02-24,3901.0,154.22,164.3,312.6,1042.6,1337.5376464527158
2023-02-27,3903.0,156.34,169.95,316.1,1066.6,1342.5361070504891
2023-02-28,3990.0,157.66,169.82,328.3,1065.0,1369.288273112881
2023-03-01,4056.0,164.5,170.53,334.8,1073.4,1391.8851829699838
2023-03-02,4004.0,160.9,168.05,330.2,1056.6,1373.2690006649354
2023-03-03,4030.5,162.27,171.16,334.9,1072.2,1383.951912013308
2023-03-06,4111.5,163.35,171.84,337.6,1077.0,1408.6046071114242
2023-03-07,4125.0,162.57,174.01,336.0,1074.4,1412.4328423495335
2023-03-09,4105.0,161.21,172.55,335.2,1073.4,1405.738182545768
2023-03-10,4085.0,160.04,172.53,333.3,1064.0,1398.593150583399
2023-03-13,4066.0,159.03,172.15,334.7,1061.8,1392.6839492867123
2023-03-14,4063.0,161.0,175.71,339.0,1059.2,1393.4598244084186
2023-03-15,4022.0,159.68,175.3,337.6,1048.4,1380.025390995347
2023-03-16,4084.0,159.71,175.45,336.3,1064.0,1399.2556961439057
2023-03-17,4111.5,163.29,193.59,347.8,1074.6,1414.79560347105
2023-03-20,4228.5,175.7,203.73,355.0,1122.2,1459.457068691166
2023-03-21,4216.5,170.55,203.32,350.8,1126.2,1454.3745741556543
2023-03-22,4192.5,168.72,202.89,350.4,1128.8,1447.0013483487878
2023-03-23,4177.5,168.84,202.58,344.6,1138.4,1442.804309007224
2023-03-24,4206.5,169.03,203.57,349.3,1141.8,1452.3175321605233
2023-03-27,4322.0,172.33,211.84,363.4,1172.0,1492.882718475023
2023-03-28,4320.0,171.07,214.03,367.1,1160.0,1491.8610923206097
2023-03-29,4342.0,170.95,217.99,367.8,1156.6,1498.9509841575193
2023-03-30,4382.5,171.71,216.87,375.2,1153.6,1511.1800415312277
2023-03-31,4352.5,169.83,216.6,373.7,1155.2,1501.8845370140853
2023-04-03,4473.5,170.38,216.09,386.8,1167.4,1539.492068937576
2023-04-04,4510.5,172.55,214.83,382.7,1198.2,1552.721587646048
2023-04-05,4540.0,173.86,216.15,387.3,1203.6,1562.9247623289768
2023-04-06,4585.0,171.6,214.25,389.5,1202.8,1575.071693106739
2023-04-07,4637.0,173.09,216.27,396.2,1228.2,1593.9868409802323
2023-04-10,4650.5,174.54,222.21,402.8,1248.8,1602.2555746993773
2023-04-11,4620.0,177.18,218.6,393.8,1219.0,1589.6630324747664
2023-04-12,4670.0,178.75,219.22,395.4,1240.6,1606.7859968497196
2023-04-13,4612.5,178.73,219.85,394.5,1260.0,1591.852771368196
2023-04-14,4618.0,179.5,221.87,394.4,1296.0,1597.2649791248573
2023-04-17,4640.0,181.99,228.1,399.3,1317.6,1608.2478535272692
2023-04-18,4599.5,184.39,232.66,400.2,1311.4,1597.8237181928066
2023-04-19,4539.5,182.01,232.95,396.4,1294.2,1577.9445268422098
2023-04-20,4746.0,181.74,236.28,407.3,1317.6,1641.7810403680953
2023-04-21,4729.5,181.72,235.17,406.3,1321.4,1636.9425628253016
2023-04-24,4710.5,181.56,235.1,411.7,1313.6,1631.292625222319
2023-04-25,4689.0,178.93,235.3,408.8,1314.4,1624.1491554821255
2023-04-26,4659.0,178.38,235.21,407.4,1313.0,1615.006138696864
2023-04-27,4700.0,183.95,240.38,411.8,1320.0,1630.7446615947078
2023-04-28,4674.5,181.13,240.38,404.0,1340.8,1623.5396938981773
2023-05-02,4581.0,177.97,242.62,397.1,1270.0,1589.210744410343
2023-05-03,4508.5,172.87,235.77,381.8,1223.8,1559.4471657215854
2023-05-04,4547.5,173.66,238.89,388.0,1229.8,1572.9306762108429
2023-05-05,4509.0,172.09,237.7,383.0,1222.0,1559.8272268444086
2023-05-08,4564.5,170.84,238.27,391.9,1215.2,1576.1089997434235
2023-05-10,4716.0,175.53,227.06,402.4,1270.0,1624.4885690201854
2023-05-11,4788.5,174.13,229.32,398.7,1269.2,1645.199466728531
2023-05-12,4819.0,173.95,229.29,400.7,1270.4,1654.310324949239
2023-05-15,5045.5,179.04,231.7,406.0,1300.0,1725.086381273281
2023-05-16,5086.0,177.05,230.62,406.8,1293.8,1735.5769473573262
2023-05-17,5097.0,176.3,230.55,405.4,1295.4,1738.5310376682628
2023-05-18,5075.0,175.26,231.7,411.7,1278.2,1731.3530199042777
2023-05-19,5078.5,174.43,231.27,410.3,1263.6,1730.6153264340592
2023-05-22,5090.0,172.47,231.0,416.5,1267.8,1734.404745621618
2023-05-23,5173.0,166.59,236.43,427.3,1294.0,1761.6712960223645
2023-05-24,5192.0,162.96,246.06,429.4,1312.0,1770.3395662943842
2023-05-25,5203.5,162.3,243.76,426.4,1295.2,1771.1440561453485
2023-05-26,5296.5,164.48,248.1,429.5,1305.4,1800.975682125603
2023-05-29,5538.5,163.6,251.18,441.7,1307.4,1873.1608043631409
2023-05-30,5530.0,161.9,244.65,438.9,1309.6,1868.5325522150465
2023-05-31,5569.0,162.94,246.17,443.2,1298.4,1879.989076909952
2023-06-01,5684.0,161.55,241.66,450.3,1293.8,1912.23838953289
2023-06-02,5383.0,162.58,243.95,463.7,1340.4,1831.3485427308992
2023-06-05,5166.5,162.47,237.12,475.0,1309.6,1765.4672726524836
2023-06-06,5149.5,163.16,240.91,473.0,1347.4,1764.712674189437
2023-06-07,5101.0,164.65,241.25,470.7,1334.2,1749.7359073944706
2023-06-08,5065.0,166.18,241.77,470.9,1339.8,1740.3478830657555
2023-06-09,5077.0,165.58,240.4,472.4,1355.6,1744.8709553201427
2023-06-13,5264.0,168.43,244.33,481.0,1385.8,1804.3789139444912
2023-06-14,5246.0,167.88,244.6,488.1,1372.8,1798.7320054911306
2023-06-15,5302.5,171.86,245.18,515.0,1388.6,1820.6682544032742
2023-06-16,5260.5,169.87,243.87,511.7,1378.8,1806.4216155916115
2023-06-19,5194.0,170.19,242.28,503.6,1377.6,1785.845109523053
2023-06-20,5150.5,169.64,241.74,503.6,1359.6,1771.3904685084365
2023-06-21,5125.0,170.2,242.2,503.3,1364.4,1764.6454218878878
2023-06-22,5137.0,168.41,240.66,504.3,1346.2,1765.7950133785532
2023-06-23,5030.0,165.8,235.67,494.6,1317.0,1729.2503081583054
2023-06-26,5048.5,166.91,238.4,498.5,1322.2,1736.4590658193017
2023-06-27,5138.0,166.45,241.21,497.9,1332.2,1763.7664557980145
2023-06-28,5108.0,168.05,239.67,500.0,1322.8,1754.541212679774
2023-06-29,5124.0,167.88,239.99,507.7,1326.4,1760.3745599581575
2023-06-30,5079.0,166.86,239.61,505.7,1335.0,1747.48924935414
2023-07-03,5095.5,166.82,243.33,500.1,1322.4,1751.4524699314536
2023-07-04,5209.0,165.5,240.7,493.4,1316.6,1782.1150267514347
2023-07-05,5298.5,165.71,240.95,501.7,1322.4,1809.5979123563213
2023-07-06,5347.0,166.36,240.96,499.2,1363.8,1827.1585455159507
2023-07-07,5439.5,166.34,243.67,501.0,1396.4,1857.6598418306232
2023-07-10,5436.0,167.59,249.4,487.9,1403.8,1857.5727393025725
2023-07-11,5439.0,168.85,247.99,490.7,1418.8,1860.052461968367
2023-07-12,5500.0,170.3,247.52,495.6,1445.6,1880.8832101337453
2023-07-13,5498.0,168.96,246.19,494.7,1423.0,1877.5544289608572
2023-07-14,5514.0,169.7,246.45,496.0,1440.0,1884.0769195637795
2023-07-17,5503.0,170.63,245.39,496.4,1468.2,1883.377106989848
2023-07-18,5537.5,174.89,246.77,497.7,1485.0,1896.4663141403494
2023-07-19,5518.0,173.04,245.85,496.5,1479.4,1889.4717286161201
2023-07-20,5394.0,169.92,242.7,488.6,1464.0,1849.7075781945607
2023-07-21,5505.0,171.19,244.13,494.7,1481.0,1884.7266025045074
2023-07-24,5545.5,171.98,244.87,498.1,1476.4,1896.835342097978
2023-07-25,5633.5,171.86,247.2,509.3,1472.0,1923.7336515102704
2023-07-26,5626.0,171.35,247.05,506.4,1494.4,1923.0129493343168
2023-07-27,5668.0,172.0,247.95,509.4,1496.0,1936.052592093098
2023-07-28,5896.0,171.44,249.25,516.5,1500.2,2003.4608534598149
2023-07-31,5938.0,174.33,267.4,523.5,1519.4,2023.2714259212235
2023-08-01,6008.0,173.21,268.5,526.5,1525.2,2044.3645711858776
2023-08-02,6069.5,174.07,268.57,537.5,1556.2,2066.3512376036438
2023-08-03,6155.0,177.1,269.11,547.7,1602.4,2097.227649499028
2023-08-04,6103.0,173.46,264.12,541.9,1577.0,2077.1100196068833
2023-08-07,6048.5,172.52,261.92,548.7,1593.4,2062.6995314885025
2023-08-08,6124.5,172.71,264.62,555.5,1594.4,2086.27645508183
2023-08-09,6171.5,174.51,263.91,569.5,1592.2,2101.568093179206
