Date,LKOH,GAZP,SBER,TATN,NVTK,Index
2020-08-11,5170.0,189.7,232.65,581.0,1115.0,1767.5186998229708
2020-08-12,5303.0,192.8,242.4,605.6,1153.4,1815.3351932871692
2020-08-13,5312.0,193.76,241.39,604.9,1150.0,1817.5843997017564
2020-08-14,5284.5,192.83,239.99,608.5,1180.2,1812.044620407904
2020-08-17,5281.5,190.47,237.8,600.1,1162.6,1807.5484961784418
2020-08-18,5268.5,190.3,236.3,597.6,1154.4,1802.380368679592
2020-08-19,5246.5,189.26,239.4,590.9,1147.2,1795.110702369187
2020-08-20,5137.5,186.95,232.48,572.8,1127.8,1757.5223244884064
2020-08-21,5092.5,184.51,231.22,566.1,1120.6,1742.1475485949172
2020-08-24,5186.0,187.1,231.81,570.7,1141.4,1772.4098717523948
2020-08-25,5220.0,186.25,228.08,571.0,1138.0,1780.8672305332504
2020-08-26,5278.0,187.48,227.8,571.6,1138.4,1798.04508610144
2020-08-27,5174.0,184.58,226.23,561.4,1110.4,1763.1727470098435
2020-08-28,5082.0,182.9,226.3,556.8,1096.4,1734.3422927126571
2020-08-31,4991.0,181.01,226.1,547.8,1103.0,1706.9847274030749
2020-09-01,4949.0,184.22,227.64,549.5,1106.0,1696.497864635126
2020-09-02,4852.0,181.95,222.57,545.0,1097.0,1665.2546570734837
2020-09-03,4814.0,179.13,218.32,532.6,1095.0,1650.9022494014687
2020-09-04,4858.0,179.55,222.21,536.4,1130.4,1668.213940258061
2020-09-07,4795.0,177.04,221.32,533.9,1113.6,1647.321384728959
2020-09-08,4719.5,172.95,217.68,523.9,1102.8,1621.404143469395
2020-09-09,4709.0,173.69,218.0,529.7,1092.0,1618.33900990965
2020-09-10,4661.0,173.8,220.6,528.0,1078.0,1603.681526887095
2020-09-11,4725.5,178.05,221.07,537.6,1077.8,1624.68163402334
2020-09-14,4752.5,178.19,227.37,538.9,1091.2,1635.387069360273
2020-09-15,4876.0,182.22,231.5,552.8,1118.2,1677.1609517838915
2020-09-16,4863.5,183.26,231.06,531.4,1114.4,1671.0175046504132
2020-09-17,4793.5,183.9,231.46,517.4,1125.0,1650.371160652955
2020-09-18,4677.0,181.52,230.3,507.8,1122.0,1614.3550251132865
2020-09-21,4511.0,177.17,226.25,480.7,1092.0,1558.4759251271266
2020-09-22,4529.0,179.0,229.88,479.7,1087.6,1564.5770035163573
2020-09-23,4456.0,177.0,228.5,460.0,1054.0,1537.4441233371103
2020-09-24,4563.0,174.23,228.17,467.5,1063.0,1569.2455769162677
2020-09-25,4560.0,173.77,228.24,464.0,1081.4,1569.4823122846558
2020-09-28,4627.0,172.74,228.63,474.5,1092.0,1590.802814353893
2020-09-29,4508.5,171.44,225.48,464.7,1073.2,1552.6182272736
2020-09-30,4470.0,169.97,229.14,463.6,1064.0,1541.0301436730776
2020-10-01,4408.5,168.4,227.23,458.5,1050.4,1520.5688890147585
2020-10-02,4379.0,169.47,208.8,453.1,1060.4,1508.096707871264
2020-10-05,4479.0,170.64,208.89,473.5,1070.6,1540.5617969702873
2020-10-06,4519.5,171.35,211.18,472.5,1107.2,1556.1222947733154
2020-10-07,4474.0,168.23,210.6,468.1,1097.6,1540.629932609205
2020-10-08,4498.0,167.43,207.97,464.5,1090.6,1545.7258229984266
2020-10-09,4451.5,166.97,205.38,459.0,1090.8,1530.9023720524003
2020-10-12,4445.0,169.05,206.18,453.6,1099.8,1529.9596403711605
2020-10-13,4374.5,166.37,205.03,442.6,1077.0,1505.3237105875482
2020-10-14,4364.5,167.24,207.83,443.4,1089.0,1504.4720109674065
2020-10-15,4271.0,167.16,203.85,434.1,1067.0,1473.4385462595942
2020-10-16,4253.0,163.98,201.17,429.2,1069.6,1466.3966794425337
2020-10-19,4194.0,163.6,202.78,415.7,1066.8,1447.8485380649113
2020-10-20,4270.0,166.53,209.54,421.2,1062.2,1472.5210094266236
2020-10-21,4211.5,164.37,210.33,416.9,1043.2,1453.0458413060298
2020-10-22,4307.5,165.27,210.21,424.6,1034.6,1481.1907246550475
2020-10-23,4325.0,164.96,214.5,438.7,1058.6,1490.867005082529
2020-10-26,4223.0,162.17,211.1,430.1,1037.8,1456.961698127649
2020-10-27,4123.5,159.21,207.64,420.5,1032.0,1424.9144659302005
2020-10-28,4012.5,154.3,204.73,401.0,991.6,1385.0402735297082
2020-10-29,4057.5,156.74,205.58,405.7,985.8,1398.9642167683855
2020-10-30,4050.0,154.28,200.99,412.6,951.4,1392.7815734798999
2020-11-02,4162.0,157.74,204.5,419.3,1026.0,1434.2609990122073
2020-11-03,4252.0,161.09,209.2,430.5,1030.8,1464.0507258875634
2020-11-05,4321.5,163.7,216.7,442.7,1063.0,1490.8720184489246
2020-11-06,4396.0,164.92,217.5,447.6,1094.4,1516.2630443415997
2020-11-09,4755.0,170.13,228.05,479.3,1159.0,1633.4189477305565
2020-11-10,4884.5,172.92,236.1,501.0,1188.2,1678.603739858875
2020-11-11,4945.0,170.53,244.2,508.2,1193.0,1698.6798319417142
2020-11-12,4853.0,172.91,242.08,499.8,1198.0,1671.6435658589003
2020-11-13,4879.0,180.3,242.99,505.1,1240.8,1685.7003854641619
2020-11-16,4932.5,185.32,247.99,510.9,1253.0,1705.4795758733444
2020-11-17,4864.0,182.9,245.7,506.0,1248.2,1683.4547887402603
2020-11-18,4890.0,185.0,242.71,511.2,1261.4,1692.552536344966
2020-11-19,4916.0,184.16,240.27,508.3,1246.8,1697.680123776687
2020-11-20,4948.5,183.21,239.42,511.0,1264.0,1708.4321932052949
2020-11-23,5026.5,184.15,239.7,520.3,1257.2,1731.800356960541
2020-11-24,5179.5,186.76,247.33,524.8,1269.6,1780.2870288533522
2020-11-25,5392.5,188.03,251.91,537.1,1267.6,1844.673067212208
2020-11-26,5243.0,185.52,250.1,524.9,1251.0,1797.4280436977538
2020-11-27,5260.0,185.9,251.59,511.4,1244.2,1800.7391142748518
2020-11-30,5063.0,181.89,249.63,492.3,1199.4,1736.0699899902152
2020-12-01,5058.5,185.34,260.81,493.9,1226.4,1740.938663085449
2020-12-02,5167.0,187.22,264.06,509.1,1222.6,1775.0363001010787
2020-12-03,5053.0,185.12,263.14,496.0,1193.2,1737.1969104760362
2020-12-04,5122.0,188.79,270.0,507.7,1224.2,1763.8437981649536
2020-12-07,5039.5,190.76,274.36,500.3,1216.6,1740.0417710022805
2020-12-08,4994.0,190.0,275.49,497.6,1198.4,1725.0413985313937
2020-12-09,5023.0,189.35,276.89,494.4,1177.8,1731.4689550900669
2020-12-10,5287.0,192.95,282.2,507.3,1236.8,1816.814714049529
2020-12-11,5380.0,201.5,283.73,508.8,1224.2,1845.5209819225252
2020-12-14,5325.0,199.91,279.95,514.6,1215.0,1828.0698547853983
2020-12-15,5297.5,201.0,278.7,517.0,1214.8,1820.3354073817748
2020-12-16,5174.0,206.2,278.35,511.5,1194.0,1783.4353413239282
2020-12-17,5188.0,214.52,278.5,513.0,1198.0,1790.2863194264228
2020-12-18,5140.0,212.69,270.16,506.4,1236.8,1776.4949975571587
2020-12-21,5095.5,203.46,261.79,499.8,1207.8,1755.8213425369484
2020-12-22,5073.0,208.4,262.04,500.5,1219.4,1751.777174628653
2020-12-23,5107.0,207.63,270.1,505.6,1218.6,1763.8794832598596
2020-12-24,5105.5,206.24,269.32,505.0,1205.0,1761.6315648031934
2020-12-25,5106.0,205.03,270.64,505.5,1225.0,1763.5654965452431
2020-12-28,5101.5,206.11,274.7,505.9,1236.8,1764.6096556965197
2020-12-29,5143.0,208.75,272.0,509.4,1236.0,1777.0117785172627
2020-12-30,5169.5,212.98,271.65,513.7,1261.4,1788.4320432071052
2021-01-04,5212.5,212.71,272.0,515.8,1250.4,1800.1849315260017
2021-01-05,5358.5,215.32,275.2,524.2,1287.4,1848.1344930236971
2021-01-06,5376.5,214.38,272.93,522.0,1301.2,1853.5039347068498
2021-01-08,5556.5,225.49,283.64,545.4,1379.2,1920.6482304624885
2021-01-11,5599.0,227.6,289.49,539.8,1405.4,1936.619544491623
2021-01-12,5721.0,228.69,289.99,546.2,1401.0,1972.7250959412684
2021-01-13,5755.0,226.8,283.78,546.2,1425.6,1982.700338554826
2021-01-14,5937.0,228.86,284.79,551.6,1438.0,2037.9348163974412
2021-01-15,5888.5,226.5,276.9,535.2,1375.8,2014.101559196537
2021-01-18,5873.0,226.88,279.79,532.9,1390.4,2011.4290774552146
2021-01-19,5892.0,223.15,278.19,530.5,1377.2,2014.1296707641945
2021-01-20,5864.0,224.3,279.8,529.5,1388.6,2007.5951840127063
2021-01-21,5771.0,217.28,274.4,516.8,1352.0,1972.845795462315
2021-01-22,5740.5,215.49,268.25,507.0,1359.2,1961.5700613493873
2021-01-25,5722.0,218.68,265.3,509.7,1373.0,1957.8475737308543
2021-01-26,5595.5,218.8,269.34,506.2,1373.8,1921.8750227744126
2021-01-27,5499.5,217.4,265.5,502.0,1340.8,1889.4017740341583
2021-01-28,5575.0,217.7,265.96,500.0,1325.0,1909.8863201819054
2021-01-29,5377.0,212.83,258.11,489.3,1266.8,1843.0254165424783
2021-02-01,5406.0,214.66,263.8,494.2,1302.8,1856.9802769645287
2021-02-02,5516.0,214.42,263.15,499.2,1336.0,1892.0835984838366
2021-02-03,5555.0,218.1,263.53,505.5,1336.8,1905.2386717284598
2021-02-04,5699.5,219.79,270.11,506.7,1339.4,1949.5415340661868
2021-02-05,5715.0,222.01,271.7,513.0,1378.2,1959.0889600695452
2021-02-08,5758.0,228.0,275.2,528.2,1399.8,1977.5761760027367
2021-02-09,5695.0,227.73,268.98,526.6,1378.0,1955.6557981748288
2021-02-10,5594.5,223.24,265.9,523.3,1347.0,1921.503234795432
2021-02-11,5641.5,221.35,264.7,517.0,1327.4,1931.9268320587635
2021-02-12,5756.0,226.71,266.0,529.2,1370.0,1971.930645330057
2021-02-15,5909.5,229.22,271.81,538.2,1409.8,2022.971847000517
2021-02-16,5868.5,232.46,270.9,538.0,1399.0,2010.7774765723013
2021-02-17,5768.5,229.14,270.9,529.8,1372.0,1977.6410636384699
2021-02-18,5615.0,224.47,266.99,515.2,1330.4,1925.7048994237214
2021-02-19,5656.0,226.0,271.34,523.8,1363.0,1942.8445390239476
2021-02-20,5633.0,225.84,270.51,524.6,1363.0,1936.0205094033602
2021-02-22,5786.0,225.63,273.71,527.8,1338.6,1979.3265083054064
2021-02-24,5788.5,222.55,271.9,537.4,1323.0,1978.484394139584
2021-02-25,5740.5,221.7,270.71,535.5,1293.4,1961.2679650444704
2021-02-26,5575.5,217.56,270.17,522.5,1276.0,1909.2413182121709
2021-03-01,5634.0,221.47,273.58,528.3,1298.6,1930.6882778799645
2021-03-02,5648.5,222.74,279.1,533.3,1319.0,1938.902184915652
2021-03-03,5701.0,222.15,278.01,534.8,1318.8,1953.8452884044748
2021-03-04,5806.0,221.14,274.75,533.7,1297.0,1981.2013318485438
2021-03-05,6236.0,227.0,277.5,567.4,1395.0,2120.3421764893646
2021-03-09,6305.0,232.1,285.79,607.0,1459.4,2153.7067835827474
2021-03-10,6127.5,231.69,282.24,605.3,1467.2,2101.7686544070743
2021-03-11,6339.0,232.47,286.0,618.7,1490.4,2167.700846023245
2021-03-12,6356.0,233.8,284.93,623.6,1532.0,2176.8851520701287
2021-03-15,6472.5,237.79,292.74,624.6,1558.6,2216.0549465455033
2021-03-16,6445.0,234.02,292.33,610.0,1540.2,2203.7553393477356
2021-03-17,6363.0,229.9,283.35,608.3,1493.6,2172.450809384573
2021-03-18,6083.0,224.35,279.25,583.6,1443.0,2081.6630088739
2021-03-19,6078.0,225.4,285.47,598.0,1427.8,2082.2776782589717
2021-03-22,6118.0,221.88,288.65,600.7,1434.6,2094.587001367992
2021-03-23,5961.0,221.62,282.6,589.5,1464.4,2048.8878580423343
2021-03-24,6162.5,223.65,285.79,605.1,1501.0,2113.527491021556
2021-03-25,6182.0,224.84,286.66,596.0,1492.8,2117.9949171558046
2021-03-26,6283.0,227.3,291.22,603.4,1518.6,2152.105734966666
2021-03-29,6257.5,228.74,293.3,603.0,1497.6,2143.7376384290596
2021-03-30,6155.0,225.93,293.25,596.9,1484.0,2111.398763346509
2021-03-31,6111.5,227.24,291.02,594.2,1488.2,2098.666570542469
2021-04-01,6112.0,226.94,290.24,606.0,1489.0,2099.9133634395484
2021-04-02,6108.5,228.4,291.7,605.3,1484.6,2099.1875379912512
2021-04-05,5990.5,225.06,288.78,596.4,1459.6,2060.2142443209395
2021-04-06,5891.0,222.95,281.5,582.2,1424.0,2024.3682213564568
2021-04-07,5978.0,224.51,283.98,588.0,1462.4,2054.5910388467855
2021-04-08,6008.5,224.3,283.89,580.0,1445.0,2060.9579083928656
2021-04-09,5933.0,222.15,281.07,565.5,1429.4,2034.848836414272
2021-04-12,6020.0,222.87,281.75,571.3,1442.6,2062.216427922413
2021-04-13,6044.5,227.99,287.95,571.0,1451.2,2072.9212127627616
2021-04-14,6134.0,235.32,287.18,586.6,1456.8,2102.8638784639847
2021-04-15,6054.5,234.63,283.72,584.4,1447.6,2077.7476810102144
2021-04-16,6066.0,235.1,288.5,582.1,1457.4,2082.9686861291225
2021-04-19,6007.0,231.17,287.72,575.7,1431.0,2061.614372087803
2021-04-20,5897.0,230.0,287.42,568.2,1423.4,2027.849722285518
2021-04-21,5946.0,230.84,289.25,569.6,1430.8,2043.5235861496813
2021-04-22,5999.0,230.93,292.18,566.6,1443.6,2060.4060456988022
2021-04-23,5950.0,232.62,293.19,571.3,1427.2,2045.9958467966364
2021-04-26,5919.0,233.23,295.27,568.4,1408.8,2035.7596783062525
2021-04-27,5903.5,232.0,298.5,568.5,1406.4,2031.5228096628448
2021-04-28,5901.0,232.96,298.49,529.9,1395.8,2025.8709205045052
2021-04-29,5926.0,230.51,297.1,505.2,1401.0,2029.8445560869818
2021-04-30,5805.0,231.38,297.73,506.5,1358.0,1991.5609701602775
2021-05-04,5991.0,233.8,303.7,514.0,1406.2,2052.6028396081815
2021-05-05,6122.0,237.5,305.99,511.1,1418.6,2092.890095272659
2021-05-06,6087.0,243.0,314.72,515.8,1411.0,2086.2079434163516
2021-05-07,6088.0,241.7,317.94,512.5,1419.6,2087.313894323453
2021-05-10,6118.0,241.41,320.19,517.1,1414.0,2096.500497105417
2021-05-11,6021.0,242.5,307.16,515.6,1407.0,2064.7322333416428
2021-05-12,6119.0,241.79,302.02,510.6,1389.4,2089.6172907225964
2021-05-13,6040.0,247.16,306.74,506.2,1393.4,2069.1737100591654
2021-05-14,6050.0,249.55,304.1,500.9,1373.2,2069.7332620331763
2021-05-17,5976.0,255.15,303.94,505.9,1393.2,2052.0432861761024
2021-05-18,5994.0,266.22,305.78,500.4,1402.2,2060.867942355644
2021-05-19,5862.5,260.9,297.0,492.9,1393.0,2017.5506306329905
2021-05-20,5711.0,259.16,296.72,483.3,1375.0,1970.4708376813605
2021-05-21,5800.5,258.0,301.23,487.7,1403.6,2000.1722342763805
2021-05-24,5818.0,261.24,300.7,492.8,1402.6,2006.4658491790944
2021-05-25,5913.0,259.79,306.8,485.3,1404.8,2034.460867607061
2021-05-26,6016.5,263.09,307.01,486.4,1421.2,2066.952012976296
2021-05-27,5992.0,262.96,312.72,485.0,1466.0,2064.944052197947
2021-05-28,5955.0,262.0,309.56,492.5,1456.0,2053.149616584363
2021-05-31,5993.0,261.03,310.79,501.1,1447.6,2064.422140286375
2021-06-01,6210.0,263.86,311.6,510.0,1491.0,2133.0433001275433
2021-06-02,6428.0,271.15,313.98,518.0,1552.8,2205.038821181689
2021-06-03,6474.5,272.1,312.41,514.2,1551.0,2217.8166925332903
2021-06-04,6511.0,274.3,310.94,512.5,1576.8,2230.6885410467435
2021-06-07,6555.0,275.67,315.53,517.2,1569.0,2244.769858157192
2021-06-08,6504.5,275.36,314.83,515.3,1583.4,2230.9190625123756
2021-06-09,6587.0,275.65,314.78,523.8,1619.8,2259.0039782628205
2021-06-10,6570.0,276.1,314.62,519.4,1568.4,2249.2034775202437
2021-06-11,6518.5,277.05,313.0,523.4,1550.6,2233.030460269677
2021-06-14,6515.0,279.5,314.12,535.9,1575.2,2236.4676698746557
2021-06-15,6504.5,272.72,312.51,537.1,1561.6,2230.15476242237
2021-06-16,6591.5,271.8,311.61,540.6,1575.4,2256.4942458248925
2021-06-17,6669.5,272.5,313.9,535.8,1559.0,2277.8950676785107
2021-06-18,6653.0,270.06,309.3,526.8,1555.4,2270.028800218345
2021-06-21,6697.0,272.62,310.4,534.8,1569.6,2285.8592809977818
2021-06-22,6715.5,277.0,309.73,539.4,1554.8,2291.460966743838
2021-06-23,6633.0,277.35,309.79,540.0,1537.4,2266.2077159046644
2021-06-24,6725.0,277.47,310.0,538.3,1504.0,2289.8689325805194
2021-06-25,6810.0,277.19,311.81,537.1,1552.0,2318.9148515840384
2021-06-28,6759.0,276.99,309.48,530.4,1545.2,2302.179116231459
2021-06-29,6685.0,276.8,306.1,523.8,1528.2,2277.6475349031075
2021-06-30,6762.5,281.8,306.45,531.3,1608.0,2309.3129459541874
2021-07-01,7010.0,285.74,305.78,537.0,1657.8,2386.918025165296
2021-07-02,6849.0,285.65,307.39,538.3,1657.0,2340.687690613272
2021-07-05,6845.0,291.1,307.0,542.4,1681.2,2343.459150894323
2021-07-06,6829.0,293.45,303.34,539.3,1651.0,2335.596271514877
2021-07-07,6782.0,297.39,304.06,536.4,1640.0,2321.9321933827405
2021-07-08,6684.0,292.86,302.63,521.9,1638.6,2290.231833559624
2021-07-09,6655.0,295.22,303.56,519.1,1612.4,2280.1003385454046
2021-07-12,6611.0,297.39,306.23,518.6,1614.8,2268.733112255641
2021-07-13,6637.0,293.83,303.0,518.9,1605.0,2273.7060385863074
2021-07-14,6566.0,284.6,301.5,516.2,1587.0,2248.4082180019536
2021-07-15,6430.5,280.01,301.72,499.6,1556.2,2203.4341781471335
2021-07-16,6362.0,279.65,298.85,496.7,1537.0,2180.792419230042
2021-07-19,6228.0,275.51,291.46,483.4,1515.4,2135.6880018824536
2021-07-20,6307.5,277.3,296.1,482.1,1523.8,2160.9316904549987
2021-07-21,6393.0,282.9,294.86,491.9,1540.2,2189.432806576873
2021-07-22,6456.0,283.28,297.27,490.4,1551.6,2209.2097228752536
2021-07-23,6433.5,279.51,296.38,486.0,1536.8,2199.682011424661
2021-07-26,6405.0,281.05,303.34,489.8,1566.0,2196.4864510299253
2021-07-27,6332.5,278.08,299.71,487.6,1554.4,2172.5348544714616
2021-07-28,6415.0,282.2,302.9,493.7,1604.6,2203.375004740553
2021-07-29,6416.0,287.0,303.12,496.0,1640.2,2208.3614786239796
2021-07-30,6299.0,287.35,305.59,488.4,1633.8,2173.744314950495
2021-08-02,6308.0,286.75,306.51,491.2,1625.8,2176.028885090374
2021-08-03,6297.0,287.09,309.89,491.4,1660.0,2176.7494446165356
2021-08-04,6235.0,287.94,311.1,490.6,1648.4,2158.2030214385413
2021-08-05,6312.0,285.95,315.82,502.0,1686.4,2185.698360681594
2021-08-06,6236.0,282.27,319.15,494.1,1667.6,2160.978108481572
2021-08-09,6290.0,286.68,326.91,494.0,1670.0,2179.9055521871887
2021-08-10,6423.5,288.61,330.11,497.3,1712.8,2223.9894312292113
2021-08-11,6450.0,290.35,329.9,495.1,1706.0,2231.2552193118927
2021-08-12,6504.5,293.23,328.57,498.8,1732.8,2250.2455258174436
2021-08-13,6429.5,292.7,328.68,494.5,1729.8,2227.652373954694
2021-08-16,6495.5,295.1,329.36,496.6,1773.4,2251.6198486539056
2021-08-17,6567.5,298.32,334.5,500.6,1798.2,2277.2075526253925
2021-08-18,6445.0,295.05,334.9,494.6,1781.2,2238.771833013463
2021-08-19,6332.0,293.68,332.69,490.2,1763.6,2203.091916449014
2021-08-20,6339.5,292.57,325.67,488.7,1733.0,2200.433414745318
2021-08-23,6475.5,297.69,329.22,501.6,1754.6,2245.4037074230814
2021-08-24,6488.0,298.7,324.83,514.0,1734.6,2247.862059856359
2021-08-25,6431.0,296.7,324.57,513.5,1711.0,2228.629100243923
2021-08-26,6343.5,294.34,322.54,493.0,1684.8,2197.592825826777
2021-08-27,6429.5,299.66,327.41,487.2,1723.8,2227.8919288384845
2021-08-30,6439.0,305.17,328.28,489.5,1745.6,2234.492043536095
2021-08-31,6283.5,305.65,327.94,485.1,1725.2,2187.201997437948
2021-09-01,6334.0,312.89,334.57,491.5,1805.4,2213.084929100941
2021-09-02,6350.5,312.3,329.0,488.0,1839.4,2218.9240920154075
2021-09-03,6330.0,317.94,329.71,489.2,1840.4,2214.893836219709
2021-09-06,6325.0,328.93,329.37,486.5,1853.8,2217.191089799464
2021-09-07,6280.0,327.73,325.96,480.1,1952.0,2210.824898516195
2021-09-08,6341.5,327.6,331.7,483.3,1924.0,2227.932641951707
2021-09-09,6269.5,324.57,326.01,479.1,1891.0,2201.527353698935
2021-09-10,6300.0,326.43,326.25,480.0,1913.0,2212.9407900634656
2021-09-13,6420.5,332.75,327.41,491.4,1993.0,2258.072089411031
2021-09-14,6570.0,338.98,326.48,500.1,1957.2,2300.7110781249917
2021-09-15,6724.5,343.34,333.51,510.0,1924.8,2346.6594252129225
2021-09-16,6664.0,338.5,326.99,508.7,1900.6,2323.983389046557
2021-09-17,6600.5,334.5,329.56,502.0,1850.0,2299.9832324496347
2021-09-20,6551.0,325.7,326.92,487.5,1840.0,2280.149324142794
2021-09-21,6605.0,335.3,323.25,493.3,1837.0,2297.877880505637
2021-09-22,6702.0,340.59,327.8,505.2,1913.6,2336.5032671190897
2021-09-23,6801.0,343.47,327.02,507.3,1869.0,2362.142655751808
2021-09-24,6825.0,344.29,325.44,503.7,1884.6,2369.8955641383336
2021-09-27,6986.0,355.19,331.68,531.5,1867.0,2422.562095107252
2021-09-28,6968.0,354.07,329.3,524.7,1854.2,2414.599722925211
2021-09-29,6992.0,360.88,328.43,526.9,1861.0,2424.0152016064635
2021-09-30,6903.5,360.8,340.99,527.3,1921.0,2406.6542811353465
2021-10-01,6987.5,363.25,338.48,532.1,1931.8,2432.5236493741
2021-10-04,7134.5,376.06,345.85,539.9,1953.0,2483.0867155885408
2021-10-05,7346.5,389.82,363.2,577.8,1991.6,2560.0118370492582
2021-10-06,7096.0,381.3,364.28,564.6,1930.4,2478.582981840194
2021-10-07,7165.0,370.7,368.93,569.3,1915.8,2496.1082319071334
2021-10-08,7220.0,366.17,373.01,571.0,1906.4,2511.1935377084847
2021-10-11,7264.0,369.81,387.6,565.0,1905.0,2527.69381248205
2021-10-12,7306.0,364.1,377.79,574.4,1897.6,2536.3385156931167
2021-10-13,7252.0,362.77,378.8,567.9,1907.0,2520.671426231615
2021-10-14,7215.0,367.0,376.09,564.2,1898.2,2509.2531458106505
2021-10-15,7306.5,367.76,371.82,570.5,1905.6,2536.2830757097445
2021-10-18,7319.0,363.5,364.6,569.1,1897.0,2536.1001155966237
2021-10-19,7373.0,368.83,373.18,573.0,1892.2,2555.290611368641
2021-10-20,7439.0,369.97,370.16,580.7,1893.6,2574.9677883906734
2021-10-21,7232.0,363.37,364.6,562.9,1856.0,2506.595678217648
2021-10-22,7200.0,358.12,364.37,562.5,1836.6,2494.117319526144
2021-10-25,7441.5,364.84,369.99,570.2,1856.4,2569.874632898789
2021-10-26,7440.5,364.82,372.16,562.2,1829.6,2566.893661158036
2021-10-27,7323.5,362.17,371.36,546.0,1806.8,2528.2971101660096
2021-10-28,7288.5,353.21,365.36,548.7,1801.0,2514.07051108392
2021-10-29,7272.5,350.18,356.14,540.0,1804.8,2505.743079519145
2021-11-01,7293.0,359.1,370.96,552.4,1844.0,2522.4718019770394
2021-11-02,7214.0,352.48,370.7,545.2,1806.0,2493.6242334955073
2021-11-03,7175.0,353.02,370.13,538.2,1796.6,2480.7354504014706
2021-11-05,7199.0,350.6,360.21,543.0,1781.8,2483.8709998927534
2021-11-08,7208.5,351.47,358.39,553.4,1788.8,2488.173702100731
2021-11-09,7188.0,349.46,357.44,545.0,1777.2,2479.522166891973
2021-11-10,7137.5,345.8,348.65,542.3,1756.2,2459.634645338738
2021-11-11,7094.5,347.44,356.24,546.1,1790.0,2452.81586514673
2021-11-12,6878.0,333.6,347.59,535.1,1780.2,2382.154664396333
2021-11-15,6918.5,340.3,344.39,533.2,1785.0,2395.130367282109
2021-11-16,6946.5,336.79,337.91,536.0,1771.8,2399.886549762795
2021-11-17,6884.5,349.98,339.89,529.6,1759.8,2384.2006150345333
2021-11-18,6840.0,345.56,336.93,519.9,1714.8,2364.405830586182
2021-11-19,6709.0,337.62,327.56,500.3,1624.0,2311.9529733493905
2021-11-22,6575.5,319.2,309.15,489.0,1575.8,2258.372233679283
2021-11-23,6829.5,341.77,326.84,497.5,1665.2,2351.100773364595
2021-11-24,6814.5,338.3,321.22,498.4,1668.0,2344.7931560039933
2021-11-25,6661.5,337.55,317.29,489.6,1632.0,2295.1810099798504
2021-11-26,6374.0,326.0,304.42,461.3,1611.2,2200.662362489117
2021-11-29,6616.0,339.2,316.57,470.6,1633.6,2280.3021602674253
2021-11-30,6513.0,334.24,315.0,473.3,1627.6,2248.5015436919816
2021-12-01,6576.5,345.21,324.4,477.9,1678.8,2277.1119271580583
2021-12-02,6732.0,350.3,326.8,503.6,1721.8,2330.7211344004436
2021-12-03,6639.5,345.99,320.66,495.9,1715.0,2299.8102586748914
2021-12-06,6650.0,338.94,307.5,492.1,1662.2,2292.7428534212822
2021-12-07,6720.5,344.96,309.79,501.1,1717.8,2321.1873485216806
2021-12-08,6574.5,340.5,296.95,496.5,1684.2,2271.1098245865387
2021-12-09,6619.0,336.6,300.4,493.9,1689.0,2283.9277938936257
2021-12-10,6619.5,332.0,297.44,484.5,1676.6,2279.9969086054284
2021-12-13,6376.0,307.26,280.64,455.6,1590.6,2187.9869039805426
2021-12-14,6592.0,319.35,284.9,464.8,1609.6,2257.5649458948947
2021-12-15,6595.0,324.09,286.65,479.3,1637.8,2264.1907391737977
2021-12-16,6729.0,328.39,295.89,483.1,1653.0,2308.1828445985134
2021-12-17,6670.0,327.3,294.9,487.6,1666.2,2292.189538001062
2021-12-20,6328.5,325.9,288.4,481.4,1683.6,2192.0636668576085
2021-12-21,6348.5,339.88,291.7,484.2,1683.2,2202.7066989729274
2021-12-22,6349.5,345.55,294.0,489.0,1710.2,2207.9618398723173
2021-12-23,6304.5,339.81,292.8,483.9,1655.8,2187.784937603115
2021-12-24,6313.5,338.79,293.89,482.0,1652.6,2189.896044674993
2021-12-27,6397.5,343.97,295.68,490.4,1697.6,2220.918097147254
2021-12-28,6478.0,343.23,295.0,496.4,1700.0,2244.7601932473613
2021-12-29,6516.0,340.33,293.51,495.0,1716.8,2255.93788723409
2021-12-30,6573.0,342.39,293.49,502.0,1719.4,2274.010735422489
2022-01-03,6683.0,353.73,305.47,515.4,1774.4,2318.130019833203
2022-01-04,6728.0,352.55,304.24,515.4,1788.6,2331.792297908953
2022-01-05,6522.0,335.0,287.01,492.6,1707.8,2253.612161372112
2022-01-06,6699.0,346.13,293.92,496.4,1749.0,2313.604346912837
2022-01-10,6775.0,344.0,291.69,499.8,1758.6,2335.7292531401313
2022-01-11,6816.0,343.74,291.88,508.2,1779.8,2350.361404221491
2022-01-12,6960.0,347.43,290.4,511.2,1807.4,2395.470614335747
2022-01-13,6665.0,337.6,272.5,496.3,1744.2,2295.811162306239
2022-01-14,6659.0,335.76,261.0,498.1,1726.0,2289.3953707430933
2022-01-17,6516.0,327.81,257.78,495.7,1641.8,2237.4298033474197
2022-01-18,6250.0,301.11,234.7,474.0,1579.6,2139.706009691159
2022-01-19,6494.0,318.36,244.86,490.7,1593.6,2220.620004795475
2022-01-20,6430.0,310.42,254.61,478.8,1588.4,2200.5322520329787
2022-01-21,6420.0,311.6,246.9,474.2,1592.8,2195.9510509185793
2022-01-24,6293.0,294.59,236.97,459.2,1538.0,2145.714627140273
